name,summary,location,phone,email,website,person,designation,source_link
Luminogics (SMC - Pvt.) Ltd.,"We are a team of experienced strategists and IT fanatics helping our clients to tackle a wide range of industries and software solutions. And together we form a passionate collective dedicated to creating the most meaningful and effective digital solutions for progressive brands.
","148-A1 GECHS PECO Road Township, Lahore, Punjab, Pakistan",042-35977155,zunair@luminogics.com,http://www.luminogics.com,Zunair Minhas,CEO,https://www.pasha.org.pk/d/l/luminogics-smc-pvt-ltd/
Luqon IT Solutions (Pvt.) Ltd.,"
Luqon Consulting, founded in 2007, is a growing company in the IT industry. We develop, deliver, implement and manage customized IT Solutions.We operate with headquarters in Sweden and Branch Offices in Islamabad and Saudi Arabia.
Luqon is partnered with some of the esteemed clients, helping them meet the new challenges of IT innovations. We offer a wide range of strategic business and technical IT Consultancy alongside a significant portfolio
","2nd Floor, Building No. 145, Civic Center, Bahria Town, Phase 4, Rawalpindi, Punjab, Pakistan",0321 7347047,qasim@luqon.com,http://www.luqon.com,Muhammad Qasim,CEO,https://www.pasha.org.pk/d/l/luqon-it-solutions-pvt-ltd/
M3 Technologies Pakistan (Pvt.) Limited,,"614, 6th Floor, Continental Trade Centre, Block-8, Clifton, Karachi, Sindh, Pakistan",35302983-88,adnan@m3tech.com.pk,http://www.m3tech.com.pk,Shahbaz Ali Jamote,CEO,https://www.pasha.org.pk/d/l/m3-technologies-pakistan-pvt-limited/
Macro Pak Solutions,,"House no. 25-D, Block VII, Fateh Sher Colony, Sahiwal, Punjab, Pakistan",,ceo@macropaks.com,macropaks.com,Faizan Aslam,CEO,https://www.pasha.org.pk/d/l/macro-pak-solutions/
Madera World,"

Madera handles the bookkeeping while you do your business. Don’t worry, your books are in good hands!
ACCURATE
Our professional and skilled staff equipped with our intuitive software ensures you get accurate monthly reports everytime!</p


","73 Street 13, Lahore, Punjab, Pakistan",0320-9888889,mn@moltd.org,http://www.madera.ai,Mustafa Najoom,CEO,https://www.pasha.org.pk/d/l/madera-world/
Magma Consulting Corporation Private Limited,,"Plot No. 1/6 Q, 2nd floor, office No. 2/A, Block No. 6, P.E.C.H.S, Karachi., Karachi, Sindh, Pakistan",9.23E+11,ali@magmacc.com,http://www.magmacc.com,Muhammad Ali Latif,CEO,https://www.pasha.org.pk/d/l/magma-consulting-corporation-private-limited/
Maison Consulting & Solutions,"Maison Consulting & Solutions is a leading global Microsoft Gold Partner delivering Microsoft Dynamics 365, ERP, CRM, business process, analytics, and collaboration solutions  on premise and in the cloud. Maison has delivery centers globally from Saudi Arabia, UAE, Qatar, Pakistan & Africa, Australia, USA and beyond. With a single, global team of Microsoft consultants, Maison has helped over 180+ customers achieve successful digital transforma
","Shahrah-e-Faisal Road, Karachi, Sindh, Pakistan",(9221) 4520370,sultan.hamdani@m-consultants.com,http://maisonconsulting.com/,Sultan Hamdani,CEO,https://www.pasha.org.pk/d/l/maison-consulting-solutions/
Makabu Pvt. Ltd.,,"Software Technology Park, 4th Floor, Islamabad, Islamabad Capital Territory, Pakistan",(9251) 111 999 555,mansoor.khan@makabu.com,www.makabu.com,Mansoor A. Khan,CEO,https://www.pasha.org.pk/d/l/makabu-pvt-ltd/
Mansha Soft,,"24-Commercial Plaza Cavalary Ground, Lahore, Punjab, Pakistan",111500111,saadiashaheen@msoft.com.pk,www.msoft.com.pk,M Shahid,CEO,https://www.pasha.org.pk/d/l/mansha-soft/
Mantaq Systems,,"Suite #407, Siddiq Trade Center, Lahore, Punjab, Pakistan",(9242) 5787456,hashim.ali@mantaq.com,www.mantaq.com,Hashim Zulfiqar Ali,CEO,https://www.pasha.org.pk/d/l/mantaq-systems/
Marcom Works,"We are Marcom Technologists and we hack growth for your business with a mix of marketing, communication and user experience (UX) strategies.
","Office 3-4, 2nd Floor, Rehman Centre 1, Gate 3, Askari 11, Bedian Road, , PK",0301 3444825,usman.latif@marcom.works,http://marcom.works,Usman Latif,CEO,https://www.pasha.org.pk/d/l/marcom-works/
Marque Technologies (Pvt.) Limited,,"Y-101, Commerical Area, Phase III, Lahore, Punjab, Pakistan",(9242) 5742184-5,,,,,https://www.pasha.org.pk/d/l/marque-technologies-pvt-limited/
Marriala Consultants,,"G-47, Basement, Commercial Area, Phase-1, DHA, Lahore, Punjab, Pakistan","042-5891022,5690921, 2107798",arfaeen@marriala.net,www.marriala.net,Arfaeen Iqbal,CEO,https://www.pasha.org.pk/d/l/marriala-consultants/
Matech Consulting & Outsourcing,,"C-98, KDA Scheme 1, Karsaz Karachi, Karachi, Sindh, Pakistan",tel: 021 34145358-9,faizan@matechco.com,http://www.matechco.com,Muhammad Faizan,CEO,https://www.pasha.org.pk/d/l/matech-consulting-outsourcing/
Matora Digionics (Pvt) Limited,,"165, Shadman-II, Lahore, Punjab, Pakistan","(9242) 7589907, 7573235",shamim.qadir@matoradigionics.com,www.matoradigionics.com,Shamim Raza,CEO,https://www.pasha.org.pk/d/l/matora-digionics-pvt-limited/
Mauqa Online,"Pakistan’s top app for booking domestic helpers
Find domestic help near you to get any chore done around the house with Mauqa Online. If you’re caught between family, housework, or just not in the mood to wash the dishes from last night, then Mauqa Online is just the service you need.
","B-204, Ittefaq Heights, Behind Aitemad Bank (NBP), E-11/2, Islamabad, Islamabad Capital Territory, Pakistan 46000",051 7080309,info@mauqa.online,https://www.mauqa.online/,Muhammad Mustafa,CEO,https://www.pasha.org.pk/d/l/mauqa-online/
Maven Logix,"Maven Logix (Private Limited) is an independent IT and digital solution provider  for corporate sector, academia, creative organization in the realm of  of technological innovation, blended solutions, business process, IT infrastructure, application services and software solutions. We aim to help companies and businesses in setting up content networksand publicity channels by levarging the maximum from choosing the right blend of content distribution channels. Our exclusivity
","Ibn-e-Sina Road, Islamabad, Islamabad Capital Territory, Pakistan",051 2288407,amy@mavenlogix.org,http://www.mavenlogix.org,Amna Masood,CEO,https://www.pasha.org.pk/d/l/maven-logix/
MaxApex Hosting,"Established in 2008, MaxApex is an Oracle APEX hosting company providing diverse and customized hosting solutions for its clients. MaxApex’s expertise, commitment and subsequent benefits for its clients enabled the hosting company to quickly expand its operations. Today, MaxApex has an incredible clientele of hundreds of highly satisfied and growing businesses across 56 countries.
At MaxApex we believe that technical skills are not enough to deliver the best value solution to the client. This
","306 Block D, Karachi, Sindh, Pakistan",tel: 021-36635994,zulqarnain@maxapex.com,http://www.maxapex.com,Zulqarnain Ramzan Habib,,https://www.pasha.org.pk/d/l/maxapex-hosting/
Mazars Consulting Pakistan,,"Mazars Consulting Pakistan, 10th Floor NICL Building, Abassi Shaheed Road, Karachi, Sindh, Pakistan",009221-111-000-221,rodney.rahman@mazars.pk,http://www.mazars.pk,Mr. Rodney Rahman,CEO,https://www.pasha.org.pk/d/l/mazars-consulting-pakistan/
Mazik Pakistan,,"188-K, Block-2, Karachi, Sindh, Pakistan",021-439-8496,mehboob@mazikusa.com,www.mazikpakistan.com,Mehboob Ahmed Siddiqi,Director,https://www.pasha.org.pk/d/l/mazik-pakistan/
Mean 3 (Pvt.) Ltd.,"We provide all kinds of IT Solutions by constantly pushing ourselves and our approach to the edge, and combining all our creative backgrounds to create an experience tailored to your specific needs. We believe in doing what we love, and we do love what we do.
","M-1, Perina Height, M.ali Society, Karachi, Pakistan, Karachi, Sindh, Pakistan 74600",9.23343E+11,info@mean3.com,https://mean3.com/,Abdul Hadi Siraj,CEO,https://www.pasha.org.pk/d/l/mean-3-pvt-ltd/
Media Innovations Pvt. Ltd.,,"G-23, B-5, Park Lane Block-5, Clifton, Karachi, Sindh, Pakistan",,,,,,https://www.pasha.org.pk/d/l/media-innovations-pvt-ltd/
Media Innovations Pvt. Ltd.,,PK,,,,,,https://www.pasha.org.pk/d/l/media-innovations-pvt-ltd-2/
Media Nascent,"Media Nascent is here with professional digital marketing services to offer you the best digital exposure. We believe that for any business to survive, digital is the way forward. Our dedication reflects our beliefs. If you want to work on your brand and you wish to make it available to potential customers at the right time and at the right screen, then we are here with our online marketing services. We have been helping our clients in interacting and engaging with customers in a profound way.
","Office#4, 2nd Floor, Al-Bilal Complex, O-9 National Police Foundation, Islamabad, Islamabad Capital Territory, Pakistan",051-5170364,ad33lzia@gmail.com,http://www.medianascent.com,Adeel Zia,CEO,https://www.pasha.org.pk/d/l/media-nascent/
Medical Transcription Billing Company (Pvt.) Limited,,"106-A/1 Block A, Satellite Town, Murree road, Rawalpindi, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051-8315100,pasha@mtbc.com,http://www.mtbc.com,Mr. Mahmud Haq,CEO,https://www.pasha.org.pk/d/l/medical-transcription-billing-company-pvt-limited/
Mega Mania Interactive (Pvt.) Ltd.,,"Suite-201, Progressive Centre, Karachi, Sindh, Pakistan",(9221) 4383038,ahmed@megamania.com,www.megamania.com,Kabir Paracha,General Manager,https://www.pasha.org.pk/d/l/mega-mania-interactive-pvt-ltd/
Mega Software Technologies,"Mega Software is a boutique services provider of web, games and applications based in Holland. We have recognized that there are no shortcuts to success. Our team of highly qualified developers spends more time in coping with various technical challenges and writing quality codes that work perfectly for organizations. We put our complete effort and we would do everything to make software and applications which are unique and simple for our clients at the best price.
","38-Z Commercial Phase 3, DHA, Lahore, Punjab, Pakistan 54000",(042) 35723366,info@mega-softtech.com,https://mega-softtech.com/,Sheraz Zaffer,CEO,https://www.pasha.org.pk/d/l/mega-software-technologies/
Megaplus (Pvt.) Ltd.,"



Megaplus has been in IT Industry for over 25 years establishing its reputation as one of the most competitive IT solutions provider. Our expertise surpasses the norm of enterprise world, where our experts have in-depth knowledge and experience of delivering complex solutions, which have helped different organizations adapt to rapidly evolving industry trends and 



","1015 Street 44, Islamabad, Islamabad Capital Territory, Pakistan",051-2228617,asim@megaplus.com.pk,http://www.megaplus.com.pk,Asim Bukhari,CEO,https://www.pasha.org.pk/d/l/megaplus-pvt-ltd/
Megasoft,,"61-L (A), Lahore, Punjab, Pakistan",(9242) 5883615-6,megasoft@nexlinx.net.pk,,,,https://www.pasha.org.pk/d/l/megasoft/
Mentor Graphics Pakistan Development (Pvt.) Ltd.,"We enable companies to develop better electronic products faster and more cost-effectively. Our innovative products and solutions help engineers conquer design challenges in the increasingly complex worlds of board and chip design.

","6th Floor Ali Tower, 105-B2,MM ALAM Road, Gulberg 3, Lahore, Punjab, Pakistan",0336-5177808,zeeshan_altaf@mentor.com,https://www.mentor.com/,Muhammad Zeeshan Altaf,CEO,https://www.pasha.org.pk/d/l/mentor-graphics-pakistan-development-pvt-ltd/
Mera Sabaq Learning Systems Pvt. Ltd.,"SABAQ is an education solution designed to supplement regular instruction at school in primary grades and to provide out-of-school children (OOSC) with access to high-quality content that helps them develop literacy and numeracy skills. It is designed to be engaging and interactive, includes animated video lessons, interactive exercises, live-shot video lessons, and gamebook and story-based instructional content.
The content is aligned with Pakistan’s National Curriculum. SABAQ content is d
","Unnamed Road, Karachi, Sindh, Pakistan",0347-6972227,hbr@sabaq.edu.pk,https://www.hosterpk.com/,Hassan Bin Rizwan,CEO,https://www.pasha.org.pk/d/l/mera-sabaq-learning-systems-pvt-ltd/
Mercurial Minds (Pvt.) Ltd.,"At our very core, we are a technology company that enables organisations to leverage the true benefits of ‘digital’. Since 2012, our team, clients and partnerships have grown dramatically. Today we are a respected boutique solutions provider to clients in the US, UK, Asia Pacific and back here, at home in Pakistan.
We have over 100 employees between our head office in Islamabad, and our Karachi office. We operate at the forefront of technology, with expertise in robotic process automation
","304 Street 3, Islamabad, Islamabad Capital Territory, Pakistan",051-8314358,safwan.khalid@mercurialminds.com,http://www.mercurialminds.com,Safwan Khalid Butt,CEO,https://www.pasha.org.pk/d/l/mercurial-minds-pvt-ltd/
Meticode (Pvt.) Ltd.,,"64A, SECTOR A-1 TOWNSHIP Lahore, Lahore, Punjab, Pakistan",tel: 92-42-35110307-9,mnauman@meticode.com,http://www.meticode.com,Manzer Nauman,CEO,https://www.pasha.org.pk/d/l/meticode-pvt-ltd/
Metis International (Private) Limited,,"House 8 B , Street 44, F 8/1 Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",tel: +92 51 2266333,hasham.zafar@metispvt.com,http://www.metispvt.com,Hasham Zafar,CEO,https://www.pasha.org.pk/d/l/metis-international-private-limited/
Mezino Technologies,"With the very best at our disposal, we are able to
dedicatedly work towards building from the ground up.
<span cla
","155, Block C, Model Town, Lahore, Punjab, Pakistan",042 35844423,ahmed@mezino.com,http://www.mezino.com,Ahmed Muzammil,CEO,https://www.pasha.org.pk/d/l/mezino-technologies/
Micro Asian,,PK,,,,,,https://www.pasha.org.pk/d/l/micro-asian/
MicroMiles,,"9-C, 5th Sunset Lane, Karachi, Sindh, Pakistan",(9221) 5886112,ammar@micromiles.com,,,,https://www.pasha.org.pk/d/l/micromiles/
Millennium Software (Pvt.) Ltd.,"Millennium Software (Pvt.) Limited is software and services company capable of providing a wide range of software and related IT services. It was established in 1997 by a group of IT professionals and is currently part of a large and diversified business group i.e HOM (Habib Oil Mills) Pvt ltd. Millennium software assist our clients in obtaining a clear competitive advantage through the implementation of cost-effective information technology solutions. The company’s emphasis is on establishing
","Shaheed-e-Millat Road, Karachi, Sindh, Pakistan",(9221) 414.0632-34,mehboob@millsoft.com.pk,http://www.millsoft.com.pk,Mehboob Alam,CEO,https://www.pasha.org.pk/d/l/millennium-software-pvt-ltd/
Millennium Systems & Consultants (Pvt.) Ltd.,,"Building 72/F-1, 9th Jami Commercial Street, Karachi, Sindh, Pakistan",(9221) 5891305,nisar@msclpk.com,www.msclpk.com,Sheikh Nisar Ahmed,CEO & Managing Director,https://www.pasha.org.pk/d/l/millennium-systems-consultants-pvt-ltd/
Mimsoft (Pvt.) Ltd.,"What are we? mimsoft is one of the prime IT Agency that aims to provide all of IT services under one umbrella. Our slogan ‘Infinite Achievements’ describes it all. The increasing demand of limitless services asks for unlimited solutions and that is exactly what we at mimsoft offer. We are proudly offering the undermentioned services to our valued clients.

Microsoft Licensed products including Office 365, sharepoint, SQL Server, System center and Microsoft Licensing.
SEO

","Suite#24-25 , 2nd Floor, Glass Tower, Clifton, Karachi, Sindh, Pakistan",021 35642832,shehzad@mim-soft.com,http://www.mim-soft.com,Shehzad Rah,CEO,https://www.pasha.org.pk/d/l/mimsoft-pvt-ltd/
Mindstorm Studios Private Limited,"Mindstorm Studios was conceived back in 2006 by a handful of talented people who sought to create quality experiences. Passion and commitment has led us to create a number of outstanding games since then, and has shaped us into a stalwart games developer that aims to deliver exceptional content to a global audience.
","81 Babar Block, Lahore, Punjab, Pakistan 57000",9.24E+11,babar@mindstormstudios.com,http://www.mindstormstudios.com,Babar Ahmed,CEO,https://www.pasha.org.pk/d/l/mindstorm-studios-private-limited/
Mindzbay,"Founded in 2017, as a design & Technology company, we’ve see the landscape change dramatically. Our industry has transformed, our clients’ businesses and their challenges have become more complex, consumer behavior has shifted, eCommerce has come into play big time and we, as a company, have evolved with those changes.​
Two Years ago Mindzbay, was founded on the b
","Unnamed Road, Lahore, Punjab, Pakistan",3120636412,junaid.ahmed@mindzbay.com,http://www.mindzbay.com,Junaid Ahmed,CEO,https://www.pasha.org.pk/d/l/mindzbay/
Mini Big Technologies,"inibig Technologies, a digital media agency, supporting the industries of different countries through sound IT and Tech services under the domains of website, mobile applications, software, networking, digital marketing and programming with sustainable innovation through little steps of joining small locks and building a chain of technological advancements.

<div class='lulla-con
","Nazimabad Underpass, Karachi, Sindh, Pakistan",0333 0304770,info@minibigtech.com,http://www.minibigtech.com/,Shahnawaz Umer,CEO,https://www.pasha.org.pk/d/l/mini-big-technologies/
Mintbrains (Pvt.) Ltd.,"We are a full service digital agency, technology house and production / creative house being operated by well-known and experienced advertising and technology professionals with proven track record. We work with our clients to develop and execute their marketing strategy with an objective to increase their brand visibility. We also help our clients in developing a customized application software with a sheer purpose to maximize efficiency in delivering operational results. The ultimate aim of al
","33-K, Jaffer Street, Block-6, P.E.C.H.S, Karachi, Sindh, Pakistan",021-34301453-4,adnan.shaikh@mintbrains.com,http://www.mintbrains.com,Adnan Shaikh,CEO,https://www.pasha.org.pk/d/l/mintbrains-pvt-ltd/
Miranz Technologies (Pvt.)Ltd.,"We believe in the empowerment of people working together in order to achieve milestones. Quality teamwork always brings revolutionary changes in the field of Information technology along with spurring innovation and this is precisely what our mission is all about.
","Service Lane, Lahore, Punjab, Pakistan",042-35443172,info@miranz.net,http://www.miranz.net,Mudaser Iqbal,CEO,https://www.pasha.org.pk/d/l/miranz-technologies-private-limited/
MIXIT Technologies (Pvt.) Ltd.,,"172/P, najeeb Corner, Karachi, Sindh, Pakistan",(9221) 455-5204,tyousuf@mixitusa.com,www.mixittech.com,Muhammad Tariq Yousuf,CEO,https://www.pasha.org.pk/d/l/mixit-technologies-pvt-ltd/
Mob Inspire (Pvt) Ltd.,"The experts at Mob Inspire assist ambitious startup entrepreneurs in overcoming technological challenges and adopting growth hacking strategies. 
","3rd floor, Benazir Plaza, Near savor food, Blue Area, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan 46000",Tel: 92 51 2344146,abdullah@mobinspire.com,http://www.mobinspire.com,Ahmed Abdullah,CEO,https://www.pasha.org.pk/d/l/mob-inspire-pvt-ltd/
Modemetric (Pvt.) Limited,,"29-A E-1 Gulberg III Lahore, Lahore, Punjab, Pakistan",92 423 540 3601-5,raza@modemetric.com,http://modemetric.com,Ahmad Raza,CEO,https://www.pasha.org.pk/d/l/modemetric-pvt-limited/
Moftak Solutions,,"133-B, GHAZALI PLAZA NEAR CHANDNI CHOWK (2ND FLOOR) MURREE ROAD RAWALPINDI, Rawalpindi, Punjab, Pakistan",051-5817375,naeem.hassan@moftak.com,http://www.moftak.com,Naeem Hassan Dad,Partner,https://www.pasha.org.pk/d/l/moftak-solutions/
Mojo Solutions & Services (Pvt) Ltd,,"Office # 03, 1st floor, Plot # 1/6-Q, Block 6, PECHS, Nursery Bridge, Shahrah-e-faisal, Karachi, Karachi, Sindh, Pakistan",tel: 0332-8052185,khurramhussain@mojosol.com,http://www.mojosolitservices.com,Khurram Hussain,CEO,https://www.pasha.org.pk/d/l/mojo-solutions-services-pvt-ltd/
Momentum Ventures,"Welcome To Momentum
Momentum is a premier Organizational Development, Strategy and Technology consulting company, with distinguished capabilities and a cross industry experience, which has enabled numerous organizations to thrive & go beyond excellence…..
","AT#3, 3rd floor, Block A, Midcity Apartments, Near Punjab Collage, Islamabad Expressway, Rawalpindi, Pakistan, Rawalpindi, Punjab, Pakistan 46000",+92 51 45 78 369,info@mv.com.pk,http://mv.com.pk/,Ghulam Shabbir,CEO,https://www.pasha.org.pk/d/l/momentum-ventures/
Monet (Pvt.) Ltd.,,"Monet Pvt Ltd, suit no 109 & 111,1 st floor,Bahria Complex III M.T Khan road Karach,Sindh-Pakistan, Karachi, Sindh, Pakistan",021-35205526,abbas.sikander@monet-online.com,http://www.monet-online.com,Ali Abbas Sikander,CEO,https://www.pasha.org.pk/d/l/monet-pvt-ltd/
MorangoFilms,"Started in 2005, with an inspiration to change ideas for a digital world – Morango delivers on this purpose from offices across Karachi, Lahore and Islamabad.
We are a Digital Media content marketing organization who has been helping clients connect with their consumers for over 10 years. Whether it’s a digital experience, an immersive event or a winning campaign, Morango always strives hard to bring something new to the table.
","136 Street 77, Islamabad, Islamabad Capital Territory, Pakistan",tel: +92 320 4439184,ah@morango.net,http://morango.net,Abrar Ul Hassan,CEO,https://www.pasha.org.pk/d/l/morangofilms/
MotionCue,,"Plot #11, Commercial Area, Scheme III, Rawalpindi, Islamabad, Islamabad Capital Territory, Pakistan",tel: +92 51 5766067,info@motioncue.com,http://www.motioncue.com,Osama Khabab,CEO,https://www.pasha.org.pk/d/l/motioncue/
Multinet Pakistan (Pvt.) Limited,,"1D-203, Sector 30, Korangi Industrial Area Pakistan, Karachi, Sindh, Pakistan",tel: 021-111-021-021,azaidi@multinet.com.pk,http://www.multi.net.pk/,Adnan Asdar Ali,CEO,https://www.pasha.org.pk/d/l/multinet-pakistan-pvt-limited/
Naqeebz Consulting,"Naqeebz Consulting is a business consulting firm with its headquarters in Lahore, involved in Business Transformation; Marketing, Advertising & PR; Training & Development; Recruitment and Research having clients in Pakistan and overseas from Aviation; Corporate; Education; Fashion; Hospitality; Media; Retail; Technology and Training Industries.
","139-D, St 25, Phase I, DHA, Lahore, Punjab, Pakistan 54000",+1 (312) 239-8768,business@naqeebz.com,https://www.naqeebz.com/,Moazam Shahbaz,CEO,https://www.pasha.org.pk/d/l/naqeebz-consulting/
Narsun Studios (Pvt.) Ltd.,"NARSUN Studios is a high-end technology enterprise with extensive experience in information & technology business. With the utmost efforts of experienced individuals, we are highly focused on empowering clients to take their products from inception to development.
With years of experience in our domain, we are very capable of designing Web/Mobile solutions as well as providing Game development services like none other. We offer high quality services, on time and within the defined budget
","645 2nd Floor, Airline Society Lahore, Lahore, Punjab, Pakistan 54000",9.23239E+11,info@narsun.org,http://www.narsun.org,Umer Abbas,CEO,https://www.pasha.org.pk/d/l/narsun-studios-pvt-ltd/
Naseeb Networks (Pvt) Ltd.,,"Suite 210-A, 2nd Floor, Siddiq Trade Center, Lahore, Punjab, Pakistan",(92-42) 5781728/29 ,monis@naseebnetworks.com,www.naseebnetworks.com,Monis Rahman,CEO,https://www.pasha.org.pk/d/l/naseeb-networks-pvt-ltd/
Naseeb Online Services,,"46-B-II, Main Gulberg,Lahore, Lahore, Punjab, Pakistan",(9242)577.7630-45,monis@naseebnetworks.com,www.naseebnetworks.com,Monis Rehman,CEO,https://www.pasha.org.pk/d/l/naseeb-online-services/
National Computers (Pvt.) Ltd.,,"C-4, Bath Island, Street No.2, Karachi, Sindh, Pakistan",(9221) 5830311/5865162,nclksa@cyber.net.pk,,,,https://www.pasha.org.pk/d/l/national-computers-pvt-ltd/
National Consulting for Business and Management Solutions (Private) Limited,,"24-D, 1st floor, Rashid Plaza, Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",,ahssaleem@ncbms.com.pk,ncbms.com.pk,Ahsan Saleem,CEO,https://www.pasha.org.pk/d/l/national-consulting-for-business-and-management-solutions-private-limited/
National Data Consultant (Pvt) Ltd,,"2C Nishat Commercial, DHA Phase 6, Lane 12, Street 21 Karachi, Karachi, Sindh, Pakistan",(92-21) 5874704/5874805,ammara@ndctech.net,www.ndctech.net,Ammara Masood,CEO,https://www.pasha.org.pk/d/l/national-data-consultant-pvt-ltd/
National Engineering Services Pakistan (Pvt) Ltd (NESPAK),"NESPAK, established in 1973, is Pakistan’s premier engineering consultancy organization. Its international stature is well established and is reputed as one of the top engineering consultancy organizations in Asia, Middle East and Africa and is ranked among the world’s top most consulting firms. The organization provides highly specialized technical consultancy services to its clients at home and abroad under a rigorous quality assurance system, which is certified to ISO 9001 Standard.
","701, Arfa Software Technology Park, 346-B, Ferozepur Road, Lahore, Lahore, Punjab, Pakistan 54600",tel: 04235972114,md@nespak.com.pk,http://www.nespak.com.pk,Dr. Tahir Masood,MD,https://www.pasha.org.pk/d/l/national-engineering-services-pakistan-pvt-ltd-nespak/
National Univeristy of Computing & Emerging Sciences,,"Shah Latif Town, Karachi, Sindh, Pakistan",(9221) 111 128 128,"zubair.shaikh@nu.edu.pk,  jamshed.rehman@nu.edu.pk",www.nu.edu.pk,Zubair Ahmed Shaikh,Professor & Director,https://www.pasha.org.pk/d/l/national-univeristy-of-computing-emerging-sciences/
nAxis,,"Suite # 09, 4th Floor, Al-Hafeez Tower, Lahore, Punjab, Pakistan",(9242) 5785454-6,namailk@naxis.com,www.naxis.com,Nadeem A. Malik,CEO,https://www.pasha.org.pk/d/l/naxis/
Nayatel (Pvt.) Ltd.,"Nayatel’s fiber to the home (FTTH) networks have transformed Islamabad, Rawalpindi, Faisalabad and Peshawar into one of the most connected and optically wired cities of the world. Being truly customer centric, Nayatel has re-written the quality of service parameters and set new quality standards aligned with customers’ expectations and requirements. Nayatel’s team constitutes of highly skilled, experienced and motivated professionals always willing to go extra mile to serve its customers. Wi
","A.K. Fazl-ul-Haq Road, Islamabad, Islamabad Capital Territory, Pakistan",-5012107,wahaj@nayatel.com,http://www.nayatel.com,Wahaj us Siraj,CEO,https://www.pasha.org.pk/d/l/nayatel-pvt-ltd/
NC Inc.,,"2nd Floor, 1/7-B, Karachi, Sindh, Pakistan",(9221) 454 3315-7,saskari@ncinc.com.pk,www.ncinc.com.pk,Samiullah Askari,CEO,https://www.pasha.org.pk/d/l/nc-inc/
NDC - BPO (Network Data & Call - Business Process Outsourcing),,"Suite # 101-105, 1st Floor, Mashriq Centre, Karachi, Sindh, Pakistan","(9221) 4934858, 4142113",amer.zahoor@ndcbpo.com,www.ndcbpo.com,,,https://www.pasha.org.pk/d/l/ndc-bpo-network-data-call-business-process-outsourcing/
Neo Bell (Pvt) Limited,,"59 T, Lahore, Punjab, Pakistan",0333-513.8839,Nbokhari@Neobell.net,www.neobell.net,Nadeem Bokhari,CEO,https://www.pasha.org.pk/d/l/neo-bell-pvt-limited/
Neovision (Pvt) Ltd,,"F/50/2, Block G, Karachi, Sindh, Pakistan",(9221) 5838826/27,tahir.ali@nvsoft.net,,Tahir Ali,Sales Manager,https://www.pasha.org.pk/d/l/neovision-pvt-ltd/
Nestosh,"Web Design, Content Marketing and Branding for brands
NESTOSH strives to provide high quality products and services to the ecommerce industry using SFCC (Sales Force Commerce Cloud) platform. We guarantees to exceed the expectations of our customers with the help of our dedicated and forward thinking workforce.
Salesforce Commerce Cloud has a LINK technology marketplace which is a library of 3rd party integrations and is loved by online retailers. If you have an application which co
","956-L Main Bulevard Johar Town, Lahore, Punjab, Pakistan",0345 7197859,Faizan.ayyub@nestosh.com,http://www.nestosh.com,Faizan Ayyub,CEO,https://www.pasha.org.pk/d/l/nestosh/
Net Access Communication Systems,,"1107, Park Avenue, 24-A, Block-6, Karachi, Sindh, Pakistan",(9221) 111 222 377,faisal@netxs.com.pk,www.netxs.com.pk,Faisal Khan,CEO,https://www.pasha.org.pk/d/l/net-access-communication-systems/
Netkom,,"105, 1st Floor, Pacific Center, Islamabad, Islamabad Capital Territory, Pakistan",92-051-2853386,mujtaba@netkom.com.pk,www.netkom.com.pk,Ghulam Mujtaba,CEO,https://www.pasha.org.pk/d/l/netkom/
Netpace Systems,,"Suite No: 1003-4, Karachi, Sindh, Pakistan",021-4313715-8,mohd.ali@netpace.com,www.netpace.com,Muhammad Ali,Financial Controller,https://www.pasha.org.pk/d/l/netpace-systems/
Netsol Technologies Limited,"NetSol Technologies is an American software company which makes automobile leasing software. It is based in Calabasas, California, United States and was founded by Najeeb Ghauri. The company employees 1,100 people
","NetSol IT Village (Software Technology Park), Lahore, Punjab, Pakistan 54782",(9242)  111 448 800  (9242) 5727096-7,salim.ghauri@netsoltech.com,http://www.netsoltek.com,Salim Ghauri,CEO,https://www.pasha.org.pk/d/l/netsol-technologies-limited/
Netsolace Information Technology (Pvt) Ltd,,"House no 2A, Street no 30, F-7/1 Parveen Shakir Road, Islamabad, Islamabad Capital Territory, Pakistan",051-2654927/28,tfarid@netsolace.com,http://www.netsolace.com,Tariq Farid,CEO,https://www.pasha.org.pk/d/l/netsolace-information-technology-pvt-ltd/
Neusol (Pvt.) Ltd.,"Neusol offers IT services and assistance to businesses of all sizes to help them grow and keep their processes cost-effective while not compromising on the quality. No matter where you reside, our expert team is just a click away.
","Office D-63/1, Block 4, Gulshan-e-Iqbal, Karachi, Sindh, Pakistan",021 34836637,Sadiq@neusol.com,http://www.neusol.com,Sadiq Abdul Hameed Qureshi,CEO,https://www.pasha.org.pk/d/l/neusol-pvt-ltd/
New Horizon Computers,,"Suite # 1800, 18th Floor, Tower B, Karachi, Sindh, Pakistan",021 3214750,ali.sakhi@newhorizonit.net,www.newhorizonit.net,Muhammad Ali Sakhi,Product Manager,https://www.pasha.org.pk/d/l/new-horizon-computers/
